0.000000 100.000000 104.000000
0.000720 100.337008 104.081801
0.001430 100.671457 104.113378
0.002150 101.000816 104.094465
0.002860 101.322613 104.025431
0.003580 101.634460 103.907282
0.004290 101.934081 103.741652
0.005010 102.219338 103.530789
0.005720 102.488252 103.277534
0.006440 102.739025 102.985288
0.007150 102.970056 102.657972
0.007870 103.179960 102.299983
0.008580 103.367578 101.916142
0.009300 103.531984 101.511635
0.010010 103.672496 101.091946
0.010730 103.788674 100.662795
0.011440 103.880322 100.230059
0.012160 103.947484 99.799701
0.012870 103.990435 99.377693
0.013590 104.009673 98.969937
0.014300 104.005905 98.582189
0.015020 103.980033 98.219982
0.015730 103.933137 97.888553
0.016450 103.866453 97.592768
0.017160 103.781355 97.337065
0.017880 103.679332 97.125383
0.018590 103.561963 96.961111
0.019310 103.430898 96.847042
0.020020 103.287831 96.785327
0.020740 103.134479 96.777448
0.021450 102.972558 96.824188
0.022170 102.803762 96.925621
0.022880 102.629747 97.081105
0.023600 102.452104 97.289285
0.024310 102.272354 97.548107
0.025030 102.091923 97.854841
0.025740 101.912136 98.206113
0.026460 101.734209 98.597944
0.027170 101.559237 99.025802
0.027890 101.388192 99.484658
0.028600 101.221921 99.969048
0.029320 101.061149 100.473143
0.030030 100.906478 100.990827
0.030750 100.758394 101.515773
0.031460 100.617275 102.041528
0.032180 100.483401 102.561595
0.032890 100.356960 103.069521
0.033610 100.238066 103.558984
0.034320 100.126768 104.023872
0.035040 100.023064 104.458368
0.035750 99.926919 104.857029
0.036470 99.838271 105.214858
0.037180 99.757053 105.527370
0.037900 99.683200 105.790654
0.038610 99.616665 106.001431
0.039330 99.557426 106.157090
0.040040 99.505499 106.255733
0.040760 99.460942 106.296198
0.041470 99.423867 106.278075
0.042190 99.394434 106.201716
0.042900 99.372861 106.068228
0.043620 99.359421 105.879465
0.044330 99.354437 105.637999
0.045050 99.358280 105.347089
0.045760 99.371360 105.010642
0.046480 99.394119 104.633154
0.047190 99.427019 104.219659
0.047910 99.470529 103.775658
0.048620 99.525114 103.307047
0.049340 99.591217 102.820038
0.050050 99.669247 102.321079
0.050770 99.759560 101.816765
0.051480 99.862447 101.313753
0.052200 99.978114 100.818674
0.052910 100.106668 100.338040
0.053630 100.248105 99.878163
0.054340 100.402296 99.445069
0.055060 100.568973 99.044418
0.055770 100.747724 98.681427
0.056490 100.937979 98.360805
0.057200 101.139013 98.086689
0.057920 101.349935 97.862590
0.058630 101.569695 97.691347
0.059350 101.797080 97.575088
0.060060 102.030725 97.515210
0.060780 102.269118 97.512353
0.061490 102.510612 97.566400
0.062210 102.753437 97.676475
0.062920 102.995719 97.840960
0.063640 103.235494 98.057518
0.064350 103.470734 98.323123
0.065070 103.699363 98.634104
0.065780 103.919285 98.986196
0.066500 104.128405 99.374598
0.067210 104.324660 99.794036
0.067930 104.506039 100.238839
0.068640 104.670611 100.703008
0.069360 104.816553 101.180306
0.070070 104.942171 101.664333
0.070790 105.045924 102.148615
0.071500 105.126448 102.626690
0.072220 105.182574 103.092192
0.072930 105.213346 103.538933
0.073650 105.218037 103.960987
0.074360 105.196159 104.352766
0.075080 105.147476 104.709090
0.075790 105.072007 105.025254
0.076510 104.970028 105.297089
0.077220 104.842076 105.521012
0.077940 104.688941 105.694069
0.078650 104.511658 105.813975
0.079370 104.311501 105.879135
0.080080 104.089964 105.888663
0.080800 103.848748 105.842389
0.081510 103.589740 105.740859
0.082230 103.314992 105.585321
0.082940 103.026697 105.377705
0.083660 102.727162 105.120594
0.084370 102.418784 104.817185
0.085090 102.104019 104.471246
0.085800 101.785357 104.087062
0.086520 101.465288 103.669372
0.087230 101.146282 103.223311
0.087950 100.830751 102.754337
0.088660 100.521033 102.268159
0.089380 100.219357 101.770661
0.090090 99.927828 101.267827
0.090810 99.648402 100.765658
0.091520 99.382866 100.270104
0.092240 99.132824 99.786977
0.092950 98.899684 99.321888
0.093670 98.684646 98.880170
0.094380 98.488698 98.466816
0.095100 98.312606 98.086417
0.095810 98.156920 97.743107
0.096530 98.021971 97.440514
0.097240 97.907879 97.181723
0.097960 97.814559 96.969233
0.098670 97.741732 96.804943
0.099390 97.688941 96.690122
0.100100 97.655560 96.625407
0.100820 97.640816 96.610798
0.101530 97.643803 96.645667
0.102250 97.663506 96.728766
0.102960 97.698817 96.858258
0.103680 97.748558 97.031739
0.104390 97.811501 97.246278
0.105110 97.886386 97.498456
0.105820 97.971943 97.784416
0.106540 98.066910 98.099916
0.107250 98.170051 98.440386
0.107970 98.280167 98.800985
0.108680 98.396115 99.176667
0.109400 98.516819 99.562247
0.110110 98.641277 99.952463
0.110830 98.768568 100.342041
0.111540 98.897861 100.725766
0.112260 99.028413 101.098539
0.112970 99.159572 101.455442
0.113690 99.290774 101.791792
0.114400 99.421537 102.103201
0.115120 99.551460 102.385622
0.115830 99.680207 102.635395
0.116550 99.807506 102.849288
0.117260 99.933132 103.024530
0.117980 100.056896 103.158843
0.118690 100.178637 103.250456
0.119410 100.298203 103.298130
0.120120 100.415441 103.301161
0.120840 100.530186 103.259385
0.121550 100.642245 103.173173
0.122270 100.751388 103.043422
0.122980 100.857338 102.871537
0.123700 100.959763 102.659412
0.124410 101.058266 102.409402
0.125130 101.152385 102.124286
0.125840 101.241584 101.807239
0.126560 101.325257 101.461783
0.127270 101.402728 101.091748
0.127990 101.473254 100.701220
0.128700 101.536031 100.294498
0.129420 101.590203 99.876036
0.130130 101.634872 99.450395
0.130850 101.669108 99.022187
0.131560 101.691967 98.596025
0.132280 101.702504 98.176469
0.132990 101.699788 97.767975
0.133710 101.682923 97.374846
0.134420 101.651064 97.001186
0.135140 101.603438 96.650853
0.135850 101.539359 96.327420
0.136570 101.458248 96.034139
0.137280 101.359652 95.773903
0.138000 101.243258 95.549222
0.138710 101.108907 95.362193
0.139430 100.956610 95.214483
0.140140 100.786558 95.107312
0.140860 100.599127 95.041445
0.141570 100.394891 95.017183
